,EntityKey,CommitteeID,CommitteeName,CommitteeAddress,CommitteeCity,CommitteeState,CommitteeZip,CommitteeType,CommitteeTypeDesc,MostRecentOrganizationDate,MostRecentSupportCandidateId,MostRecentOpposeCandidateId,InsertDate,UpdateDate
1973,49994,99PAC00091,NEBRASKANS FOR PEACE PAC (DISSOLVED),2905 SOUTH 19TH,LINCOLN,NE,68502,S,Separate Segregated Political Fund Committee,1998-09-25,,,,
1974,49995,99PAC00092,NEBRASKA-PAC (DISSOLVED),7437 GRAND OAKS DR.,LINCOLN,NE,68516,I,Independent Reporting Committee,1998-10-13,,,,
1975,49996,99PAC00093,TRUCKERS PAC,"1701 'K' STREET,",LINCOLN,NE,68508,S,Separate Segregated Political Fund Committee,1998-10-13,,,,
1976,49997,99PAC00096,"DRIVE-DEMOCRAT, REPUB., INDEPENDENT VOTER ED.","25 LOUISIANA AVENUE, NW",WASHINGTON,DC,20001,S,Separate Segregated Political Fund Committee,1999-04-02,,,,2020-11-23 13:18:28.173
1977,49998,99PAC00097,NE CHAMBER OF COMMERCE &AMP;AMP; INDUSTRY PAC,"1320 LINCOLN MALL, #201 (POB 95128)",Lincoln,NE,68509,S,Separate Segregated Political Fund Committee,1977-12-27,,,,2021-08-02 21:36:46.480
1978,49999,99PAC00098,COALITION TO CONTINUE LINCOLN'S PROSPERITY (DISSOL,1015 S. 40TH,LINCOLN,NE,68510,I,Independent Reporting Committee,1999-04-27,99FIS04938,,,2020-11-23 13:18:28.173
1979,50000,99PAC00099,NE COOPERATIVE COUNCIL PAC,"635 SOUTH 14TH STREET, SUITE 125",LINCOLN,NE,68508,S,Separate Segregated Political Fund Committee,1999-06-03,,,,2021-01-11 13:23:03.543
1980,50001,99PAC00100,NE ASSOCIATION OF NURSE ANESTHETISTS PAC,3901 NORMAL BLVD #100,LINCOLN,NE,68506,S,Separate Segregated Political Fund Committee,1999-06-24,,,,
1981,50002,99PAC00102,BUSINESS &AMP;AMP;AMP; AGRICULTURE SOCIETY FOR EDUCATION (BASE,8700 EXECUTIVE WOODS DRIVE #400,LINCOLN,NE,68512,S,Separate Segregated Political Fund Committee,1986-03-12,,,,
1982,50003,99PAC00103,NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC,"1244 K STREET, BOX 82048",LINCOLN,NE,68501,S,Separate Segregated Political Fund Committee,1977-12-30,,,,
1983,50004,99PAC00104,NE ASSOCIATION OF TRIAL ATTORNEYS -PAC,5179 S 149TH COURT (PO BOX 391247),OMAHA,NE,68137,S,Separate Segregated Political Fund Committee,1978-04-11,,,,2021-01-25 13:23:54.743
1984,50005,99PAC00105,NE SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS PAC,7130 S. 29TH #F,LINCOLN,NE,68516,S,Separate Segregated Political Fund Committee,1978-05-18,,,,
1985,50006,99PAC00106,NE CREDIT UNION LEAGUE PAC,16929 FRANCES STREET STE 203,OMAHA,NE,68130,S,Separate Segregated Political Fund Committee,1983-11-29,,,,
1986,50007,99PAC00107,NE CRIMINAL DEFENSE ATTORNEYS ASSOCIATION (DISSOLV,"1327 H STREET, SUITE 102",LINCOLN,NE,68508,S,Separate Segregated Political Fund Committee,1986-10-17,,,,
1987,50008,99PAC00108,SMART TD PAC NEBRASKA,3333 S. 24TH ST,OMAHA,NE,68108,S,Separate Segregated Political Fund Committee,1993-01-20,,,,
1988,50009,99PAC00110,BACK PAC,7602 PACIFIC STREET,OMAHA,NE,68114,S,Separate Segregated Political Fund Committee,1900-01-01,,,,2021-02-08 13:31:05.740
1989,50010,99PAC00111,JACK FROST RE ELECTION TO MUD (NOT REGISTERED),5527 NORTH 166TH STREET,OMAHA,NE,68116,C,Candidate Committee,1900-01-01,,,,2021-08-09 09:31:24.980
1990,50011,99PAC00112,APPLESEED PAC,123 ANYWHERE,WASHINGTON,DC,20036,S,Separate Segregated Political Fund Committee,1900-01-01,,,,
1991,50012,99PAC00113,HEARTLAND DISTRICT COUNCIL OF CARPENTERS PAC,123 ANYWHERE,NAPERVILLE,IL,60563,S,Separate Segregated Political Fund Committee,1900-01-01,,,,
1992,50013,99PAC00114,NE TELECOMMUNICATIONS BUSINESS USERS CO (DISSOLVED,301 S 13TH STE 400,LINCOLN,NE,68508,S,Separate Segregated Political Fund Committee,1999-12-17,,,,
1993,50014,99PAC00116,SANDHILLS PAC,818 CONNECTICUT AVE NW,LINCOLN,NE,68509,S,Separate Segregated Political Fund Committee,1900-01-01,,,,
1994,50038,99PPC00002,NE REPUBLICAN PARTY,1610 N STREET,LINCOLN,NE,68508,T,Political Party Committee,1977-07-25,,,,2021-08-09 09:31:24.980
1995,50039,99PPC00003,NE DEMOCRATIC PARTY,3701 O STREET,LINCOLN,NE,68510,T,Political Party Committee,1978-02-17,,,,2021-08-09 09:31:24.980
1996,50040,99PPC00004,ANTELOPE COUNTY REPUBLICAN COMMITTEE (DISSOLVED),"P.O. BOX 29,",BRUNSWICK,NE,68720,T,Political Party Committee,1978-05-31,,,,2021-08-09 09:31:24.980
1997,50041,99PPC00005,BOX BUTTE COUNTY DEMOCRATS,"1232 West 14th Street, #12,",ALLIANCE,NE,69301,T,Political Party Committee,1986-10-16,,,,2021-08-09 09:31:24.980
1998,50042,99PPC00006,BOYD COUNTY DEMOCRATIC COMMITTEE,"RR 2, Box 37,",SPENCER,NE,68777,T,Political Party Committee,1978-07-07,,,,
1999,50043,99PPC00007,BOYD COUNTY REPUBLICAN PARTY (DISSOLVED),"RR 2, BOX 83,",SPENCER,NE,68777,T,Political Party Committee,1977-09-02,,,,2021-08-09 09:31:24.980
2000,50044,99PPC00008,BUFFALO COUNTY REPUBLICAN PARTY (DISSOLVED 1999),"2111 WEST 37TH STREET,",KEARNEY,NE,68847,T,Political Party Committee,1978-06-15,,,,
2001,50045,99PPC00009,BURT COUNTY DEMOCRATIC CENTRAL COMMITTEE (DISSOLVE,2051 COUNTY ROAD N,OAKLAND,NE,68045,T,Political Party Committee,1977-07-31,,,,2021-08-09 09:31:24.980
2002,50046,99PPC00010,CASS COUNTY DEMOCRATS,"9103 Hwy #66,",LOUISVILLE,NE,68037,T,Political Party Committee,1977-07-30,,,,2021-08-09 09:31:24.980
2003,50047,99PPC00011,CASS COUNTY REPUBLICAN CENTRAL COMMITTEE,424 N. 4TH STREET,ELMWOOD,NE,68349,T,Political Party Committee,1978-10-12,,,,2021-08-09 09:31:24.980
2004,50048,99PPC00012,CHERRY COUNTY DEMOCRATIC COMMITTEE,PO BOX 150,VALENTINE,NE,69201,T,Political Party Committee,1977-07-31,,,,2021-08-09 09:31:24.980
2005,50049,99PPC00013,CHERRY COUNTY REPUBLICAN CENTRAL COMMITTEE (DISSOL,PO BOX 206,VALENTINE,NE,69201,T,Political Party Committee,1977-08-24,,,,2021-08-09 09:31:24.980
2006,50050,99PPC00014,COLFAX COUNTY REPUBLICAN CENTRAL COMMITTEE (DISSOL,"811 ROAD 7,",SCHUYLER,NE,68661,T,Political Party Committee,1977-08-25,,,,2021-08-09 09:31:24.980
2007,50051,99PPC00015,CUSTER COUNTY REPUBLICANS,"829 South C Street, P.O. Box 309",BROKEN BOW,NE,68822,T,Political Party Committee,1979-01-15,,,,2021-08-09 09:31:24.980
2008,50052,99PPC00016,DAKOTA COUNTY DEMOCRATIC PARTY (DISSOLVED),"2121 MAPLE STREET,",DAKOTA CITY,NE,68731,T,Political Party Committee,1978-10-10,,,,
2009,50053,99PPC00017,DAKOTA COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLV,P.O. BOX 323,S SIOUX CITY,NE,68776,T,Political Party Committee,1977-09-08,,,,2021-08-09 09:31:24.980
2010,50054,99PPC00018,DAWSON COUNTY DEMOCRATS,PO BOX 472,GOTHENBURG,NE,69138,T,Political Party Committee,1978-06-01,,,,2021-08-09 09:31:24.980
2011,50055,99PPC00019,DAWSON COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLV,42971 ROAD 752,LEXINGTON,NE,68850,T,Political Party Committee,1977-08-24,,,,2021-08-09 09:31:24.980
2012,50056,99PPC00020,DIXON COUNTY DEMOCRATIC COMMITTEE,"P.O. Box 96,",NEWCASTLE,NE,68757,T,Political Party Committee,1977-08-03,,,,
2013,50057,99PPC00021,DODGE COUNTY DEMOCRATIC PARTY,"920 West 6th Street,",FREMONT,NE,68025,T,Political Party Committee,1977-08-03,,,,2021-08-09 09:31:24.980
2014,50058,99PPC00022,DODGE COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLVE,2003 NORTH D ST,FREMONT,NE,68025,T,Political Party Committee,1978-04-10,,,,2021-08-09 09:31:24.980
2015,50059,99PPC00023,DOUGLAS COUNTY DEMOCRATIC PARTY,"7602 PACIFIC, SUITE LL103",OMAHA,NE,68114,T,Political Party Committee,1978-10-06,,,,2021-08-09 09:31:24.980
2016,50060,99PPC00024,DOUGLAS COUNTY REPUBLICAN PARTY,2819 S 125TH AVENUE STE 363,OMAHA,NE,68144,T,Political Party Committee,1977-08-12,,,,2021-08-09 09:31:24.980
2017,50061,99PPC00025,GAGE COUNTY DEMOCRATIC PARTY (DISSOLVED),7725 W. STATE HWY 4,BEATRICE,NE,68310,T,Political Party Committee,1977-07-31,,,,2021-08-09 09:31:24.980
2018,50062,99PPC00026,GAGE COUNTY REPUBLICAN CENTRAL COMMITTEE (DISSOLVE,"714 NORTH 10TH STREET,",BEATRICE,NE,68310,T,Political Party Committee,1980-07-16,,,,2021-08-09 09:31:24.980
2019,50063,99PPC00027,HALL COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOLVED,"4212 SUMNER CIRCLE,",GRAND ISLAND,NE,68803,T,Political Party Committee,1978-05-16,,,,2021-08-09 09:31:24.980
2020,50064,99PPC00028,JEFFERSON COUNTY DEMOCRATS,"1125 C Street,",FAIRBURY,NE,68352,T,Political Party Committee,1977-07-31,,,,
2021,1,05BQC00104,LINCOLN LIAISON COMMITTEE (DISSOLVED 2005),PO BOX 29529,LINCOLN,NE,68529,B,Ballot Question,2005-03-24,,,,
2022,2,05BQC00105,COMMITTEE FOR CITIZENS' PROTECTION,709 E 28TH STREET,SCOTTSBLUFF,NE,69361,B,Ballot Question,2005-04-19,,,,
2023,604,06BQC00137,APS FOR KIDS (NOT REGISTERED),NOT A REGISTERED COMMITTEE,ARLINGTON,NE,68002,B,Ballot Question,2006-06-19,,,,2021-08-09 09:31:24.980
2024,605,06BQC00138,NEBRASKANS FOR THE GOOD LIFE,605 SOUTH 14TH ST SUITE 200,LINCOLN,NE,68508,B,Ballot Question,2006-06-19,,,,
2025,32710,99CAC00355,STORMY DEAN FOR SCHOOL BOARD,"5135 South 83rd Street,",OMAHA,NE,68127,C,Candidate Committee,1998-09-04,,,,2021-02-08 13:31:05.740
2026,32711,99CAC00356,JOE YOCUM FOR SEWARD COUNTY SHERIFF,"1542 Plainview,",SEWARD,NE,68434,C,Candidate Committee,1998-09-09,99FIS06953,,,
2027,32712,99CAC00357,HOPPE FOR COUNTY BOARD,"1120 N. 42nd Street,",LINCOLN,NE,68503,C,Candidate Committee,1998-09-09,99FIS00353,,,
2028,32713,99CAC00358,CHERYL MCDUFFIE FOR BOX BUTTE COUNTY CLERK,"1407 Black Hills,",ALLIANCE,NE,69301,C,Candidate Committee,1998-09-17,99FIS00354,,,
2029,32714,99CAC00359,KERMIT O. PEARSON RE-ELECTION COMMITTEE,"321 W. 12th Street,",COZAD,NE,69130,C,Candidate Committee,1998-09-18,,,,
2030,32715,99CAC00360,PATTY SHEFTE FOR CITY COUNCIL,"#7 21st Ave. Place,",KEARNEY,NE,68847,C,Candidate Committee,1998-09-28,,,,
2031,32716,99CAC00361,JOE CHASE FOR SCC BOARD COMMITTEE,"1230 Wells Court #16,",LINCOLN,NE,68505,C,Candidate Committee,1998-09-30,,,,
2032,32717,99CAC00362,STARR LEHL FOR MAYOR,"680 16th Street,",GERING,NE,69341,C,Candidate Committee,1998-10-05,,,,2021-08-09 09:31:24.980
2033,32718,99CAC00363,SCOT FORD FOR SHERIFF,"502 Pine Street,",DAKOTA CITY,NE,68731,C,Candidate Committee,1998-10-09,,,,2021-08-09 09:31:24.980
2034,32719,99CAC00364,FLANAGAN FOR SCHOOL BOARD (DISSOLVED),"P.O. BOX 632,",NORFOLK,NE,68702,C,Candidate Committee,1998-10-09,,,,
2035,32720,99CAC00365,COMMITTEE TO RE-ELECT MICHELE D. KLINGLER,"1204 Saunders,",HASTINGS,NE,68901,C,Candidate Committee,1998-10-19,99FIS00361,,,2020-11-09 13:16:19.600
2036,32721,99CAC00366,SHIRLEY THOMLISON FOR REGISTER OF DEEDS,"2701 Grand Ave. #64,",KEARNEY,NE,68847,C,Candidate Committee,1998-10-20,99FIS00362,,,
2037,32722,99CAC00367,WEED FOR NPPD BOARD,"2805 Avenue F,",KEARNEY,NE,68847,C,Candidate Committee,1998-10-23,99FIS00363,,,2021-08-09 09:31:24.980
2038,32723,99CAC00368,BOB TWISS FOR OPPD COMMITTEE,"433 Sherwood Drive,",GRETNA,NE,68028,C,Candidate Committee,1998-10-23,,,,
2039,32724,99CAC00369,ERIC WILL FOR TREASURER,"6029 Pinkney Street,",OMAHA,NE,68104,C,Candidate Committee,1998-10-23,,,,
2040,32725,99CAC00370,COMMITTEE TO ELECT KIP MURPHY,"3301 Cornelian Street,",LINCOLN,NE,68516,C,Candidate Committee,1998-10-27,,,,
2041,32726,99CAC00371,FRIENDS FOR JOHN BARTELS (DISSOLVED),"1200 ELK STREET,",BEATRICE,NE,68310,C,Candidate Committee,1998-10-28,,,,
2042,32751,99CAC00405,JAY MATZKE FOR REGENT,1423 N. 8TH,SEWARD,NE,68434,C,Candidate Committee,1999-07-07,99FIS07804,,,
2043,32752,99CAC00406,CLIFF HERD FOR CITY COUNCIL DISTRICT 6,1703 SOUTH 108TH STREET,OMAHA,NE,68144,C,Candidate Committee,1999-07-26,99FIS00311,,,
2044,32753,99CAC00407,BOB DICKEY FOR LEGISLATURE,87081 HWY 20,LAUREL,NE,68745,C,Candidate Committee,1999-05-20,99FIS01998,,,
2045,32805,99CAC00482,GUS ERICKSON FOR CITY COUNCIL,123 ANYWHERE,OMAHA,NE,68114,C,Candidate Committee,1978-01-01,,,,2021-08-09 09:31:24.980
2046,32806,99CAC00483,BEGLEY FOR MUD BOARD (DISSOLVED),123 ANYWHERE,LINCOLN,NE,68504,C,Candidate Committee,1978-01-01,,,,2021-08-09 09:31:24.980
2047,32807,99CAC00484,DAVID FRIEND FOR MUD BOARD (DISSOLVED),123 ANYHWERE,OMAHA,NE,68114,C,Candidate Committee,1978-01-01,,,,2021-02-08 13:31:05.740
2048,32808,99CAC00485,WELLENSTEIN FOR STATE SCHOOL BOARD,21922 GRANADA STREET,GRETNA,NE,68028,C,Candidate Committee,2000-05-16,99FIS08108,,,
2049,32809,99CAC00486,TRIMBLE FOR LEGISLATURE,HWY 97 SOUTH,,,692010427,C,Candidate Committee,2000-05-16,99FIS08300,,,2021-08-09 09:31:24.980
2050,32810,99CAC00487,KATHY BRADLEY FOR SCHOOL BOARD (DISSOLVED),330 SOUTH 93RD STREET,OMAHA,NE,68114,C,Candidate Committee,2000-05-16,99FIS08312,,,2021-02-08 13:31:05.740
2051,32811,99CAC00488,COMMITTEE TO ELECT MARGARET HORNADY (DISSOLVED),2708 ARROWHEAD ROAD,GRAND ISLAND,NE,68801,C,Candidate Committee,2000-05-24,,,,
2052,32812,99CAC00490,JOHNSON FOR REGENT (DISSOLVED),4582 PIONEER RD,BLAIR,NE,68008,C,Candidate Committee,2000-06-01,99FIS07918,,,
2053,32813,99CAC00491,TESSMAN FOR STATE LEGISLATURE,"209 WEST 9TH STREET, STE E & F",HASTINGS,NE,68901,C,Candidate Committee,2000-06-02,99FIS07940,,,2020-11-09 13:16:19.600
2054,32814,99CAC00492,"RICHARD G. HANISCH, MD",1404 KENDALL STREET,ST. PAUL,NE,68873,C,Candidate Committee,1978-01-01,,,,2021-08-09 09:31:24.980
2055,32815,99CAC00494,LYNDA THORPE FOR METRO COMMUNITY COLLEGE,11200 HIGHLAND DRIVE,PAPILLION,NE,68133,C,Candidate Committee,1978-01-01,,,,2021-08-09 09:31:24.980
2056,32816,99CAC00497,TIM POTTER ELECTION COMMITTEE,5571 WALNUT STREET,OMAHA,NE,68106,C,Candidate Committee,2006-10-10,99FIS06886,,,
2057,32817,99CAC00499,KRAJICEK FOR LEGISLATURE (DISSOLVED),123 ANYWHERE,OMAHA,NE,68114,C,Candidate Committee,1978-01-01,99FIS06258,,,2021-02-08 13:31:05.740
2058,32818,99CAC00500,HOEGER FOR COUNTY BOARD,5201 DAVENPORT STREET,OMAHA,NE,68132,C,Candidate Committee,2000-07-11,99FIS00182,,,
2059,32819,99CAC00501,INEZ BOYD FOR COUNTY BOARD,230 N BELLEVUE BLVD,BELLEVUE,NE,68005,C,Candidate Committee,2000-07-20,99FIS08225,,,
2060,32820,99CAC00502,MCDONALD FOR LEGISLATURE COMMITTEE (DISSOLVED),PO BOX 76,BOELUS,NE,68820,C,Candidate Committee,2000-08-02,99FIS07869,,,
2061,32821,99CAC00503,MARBLE FOR METRO BOARD,5640 GRANT STREET,OMAHA,NE,68104,C,Candidate Committee,2000-08-25,99FIS06630,,,
2062,32822,99CAC00504,HURLEY FOR PUBLIC SERVICE COMMISSION,13310 EAGLE RUN DRIVE,OMAHA,NE,68164,C,Candidate Committee,2000-09-11,99FIS08030,,,
2063,32823,99CAC00505,BAUER FOR EDUCATION (DISSOLVED),1718 SOUTH 181ST STREET,OMAHA,NE,68130,C,Candidate Committee,2000-09-22,99FIS08036,,,
2064,32824,99CAC00506,JOHANNS FOR MAYOR (NOW MIKE JOHANNS FOR GOVERNOR),920 LAKESHORE DRIVE,LINCOLN,NE,68528,C,Candidate Committee,1986-08-26,99FIS02290,,,2021-08-09 09:31:24.980
2065,32825,99CAC00507,CINDY JOHNSON FOR CITY COUNCIL (DISSOLVED),5440 NW 3RD STREET,LINCOLN,NE,68521,C,Candidate Committee,1993-02-01,99FIS04938,,,2021-08-09 09:31:24.980
2066,32826,99CAC00509,ADAMS FOR MAYOR (DISSOLVED),BOX 468,,,687020468,C,Candidate Committee,2000-09-26,99FIS05831,,,2021-08-09 09:31:24.980
2067,32827,99CAC00510,WESELY FOR LEGISLATURE (NOW CITIZENS FOR WESELY),1521 N. 76TH STREET,LINCOLN,NE,68505,C,Candidate Committee,1981-09-14,99FIS03116,,,2021-08-09 09:31:24.980
2068,32851,99CAC00541,BRIGGS FOR CITY COUNCIL,1421 S. 26TH STREET,LINCOLN,NE,68502,C,Candidate Committee,2001-01-25,99FIS08417,,,
2069,32852,99CAC00542,FRIENDT FOR OUR FUTURE,3433 CAPE CHARLES RD W,LINCOLN,NE,68516,C,Candidate Committee,2001-01-23,99FIS08418,,,
2070,32853,99CAC00543,MAGID FOR CITY COUNCIL (DISSOLVED),"11426 DAVENPORT STREET, SUITE B",OMAHA,NE,68154,C,Candidate Committee,2001-01-22,99FIS08402,,,
2071,32854,99CAC00544,COMMITTEE TO ELECT JIM VOKAL,8815 F STREET,OMAHA,NE,68127,C,Candidate Committee,2001-01-22,99FIS08401,,,2021-02-08 13:31:05.740
2072,32855,99CAC00545,JON CARLSON FOR CITY COUNCIL,1445 S 20TH STREET,LINCOLN,NE,68502,C,Candidate Committee,2001-01-29,99FIS08421,,,
2073,32856,99CAC00546,PRETTYMAN FOR SCHOOL BOARD,"301 S. 13TH ST, SUITE 500",LINCOLN,NE,68508,C,Candidate Committee,2001-02-12,99FIS08435,,,
2074,32857,99CAC00547,THE COMMITTEE TO ELECT CHUCK SIGERSON,4620 SOUTH 143RD STREET,OMAHA,NE,68137,C,Candidate Committee,2001-02-13,99FIS08433,,,2021-01-25 13:23:54.743
2075,32858,99CAC00548,DAN WELCH FOR CITY COUNCIL,"1299 FARNAM ST, STE 1220",,,68102,C,Candidate Committee,2001-02-12,99FIS08420,,,2021-08-09 09:31:24.980
2076,32859,99CAC00549,LANGDON FOR CITY COUNCIL,6808 FOREST LAKE BLVD.,LINCOLN,NE,68516,C,Candidate Committee,2001-02-20,99FIS08436,,,
2077,32860,99CAC00550,SIVICK FOR CITY COUNCIL,923 BAXTER ST.,ST. PAUL,NE,68873,C,Candidate Committee,2001-02-22,99FIS06239,,,
2078,32861,99CAC00551,CHANGE AND HAPPINESS TIME FOR LINCOLN CITY COUNCIL,6415 BENTON STREET,LINCOLN,NE,68507,C,Candidate Committee,2001-02-27,99FIS08439,,,
2079,32862,99CAC00552,CITIZENS FOR GERNANDT,1702 ONTARIO ST,OMAHA,NE,68108,C,Candidate Committee,2001-02-27,99FIS08398,,,
2080,32863,99CAC00553,GALE FOR SECRETARY OF STATE,101 SO. CHESTNUT STREET,NORTH PLATTE,NE,69101,C,Candidate Committee,2001-03-09,99FIS08431,,,
2081,32864,99CAC00554,ZOZ FOR COUNTY COMMISSIONER,6730 S. 42ND STREET,LINCOLN,NE,68516,C,Candidate Committee,2001-03-22,99FIS08445,,,
2082,32865,99CAC00555,COMMITTEE TO ELECT BOB DEMPSEY FOR CITY COUNCIL,10842 JOHN GALT BLVD.,OMAHA,NE,68137,C,Candidate Committee,2001-03-21,99FIS08407,,,2021-01-25 13:23:54.743
2083,32866,99CAC00556,COLEMAN FOR COUNCIL,3257 S STREET,LINCOLN,NE,68503,C,Candidate Committee,2001-03-27,99FIS08444,,,
2084,32867,99CAC00557,DANEK FOR DISTRICT #1,4261 KNOX STREET,LINCOLN,NE,68504,C,Candidate Committee,2001-03-26,99FIS08465,,,
2085,32868,99CAC00558,PILLER FOR OMAHA CITY COUNCIL (DISSOLVED),102 NORTH 55TH STREET,OMAHA,NE,68132,C,Candidate Committee,2001-03-28,99FIS00372,,,
2086,32869,99CAC00559,COMMITTEE TO ELECT COIT FOR COUNCIL,2560 NEWPORT AVE,OMAHA,NE,68112,C,Candidate Committee,2001-03-30,99FIS08430,,,
2087,32870,99CAC00560,MAYHEW FOR SCHOOL BOARD,5041 S. 30TH,LINCOLN,NE,68516,C,Candidate Committee,2001-04-30,99FIS08506,,,
2088,32871,99CAC00561,NOLAN FOR SCHOOL BOARD,122 N 11TH STE 200,LINCOLN,NE,68508,C,Candidate Committee,2001-05-09,99FIS08508,,,
2089,32872,99CAC00562,BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR),P O BOX 83527,LINCOLN,NE,68501,C,Candidate Committee,2001-06-12,99FIS00153,,,
2090,32904,99CAC00597,JOE HIGGINS FOR STATE BOARD OF EDUCATION,5065 S 107TH ST,OMAHA,NE,68127,C,Candidate Committee,2002-04-19,99FIS05890,,,2021-02-08 13:31:05.740
2091,32905,99CAC00598,IMES FOR EDUCATION,1850 20TH ST,GERING,NE,69341,C,Candidate Committee,2002-04-29,99FIS08788,,,
2092,32906,99CAC00599,KOILE FOR LEGISLATURE,10409 WASHINGTON DR,OMAHA,NE,68127,C,Candidate Committee,2002-04-29,99FIS08957,,,2021-02-08 13:31:05.740
2093,32907,99CAC00600,DONNIE THORSON FOR SHERIFF COMMITTEE,806 EAST KNOLLS ST,NORFOLK,NE,68701,C,Candidate Committee,2002-05-02,99FIS08699,,,
2094,32908,99CAC00601,MURRAY FOR MAYOR,511 WEST 5TH,GRAND ISLAND,NE,68801,C,Candidate Committee,2002-05-03,99FIS00076,,,
2095,32909,99CAC00602,FRIENDS FOR COMBS (DISSOLVED),PO BOX 306,MILLIGAN,NE,68406,C,Candidate Committee,2002-05-08,99FIS08715,,,
2096,32910,99CAC00603,STEVENS FOR COMMISSIONER,3411 HANSON CT,LINCOLN,NE,68502,C,Candidate Committee,2002-05-09,99FIS08522,,,
2097,32911,99CAC00604,COMMITTEE TO ELECT REJEAN JAKSICH CLERK OF DIST CT,490 CHESTNUT,SPRINGFIELD,NE,68059,C,Candidate Committee,2002-05-13,99FIS08709,,,
2098,32912,99CAC00605,PEOPLE FOR PENDRELL,6712 PACIFIC ST,OMAHA,NE,68106,C,Candidate Committee,2002-05-21,99FIS08771,,,
2099,32913,99CAC00606,NANCY JACOBSON FOR OMAHA PUBLIC SCHOOL BOARD(DISSO,12906 HAMILTON ST,OMAHA,NE,68154,C,Candidate Committee,2002-05-28,99FIS09200,,,
2100,32914,99CAC00607,HADLEY FOR COUNCIL (DISSOLVED),3112 COUNTRY CLUB LN,KEARNEY,NE,68845,C,Candidate Committee,2002-05-29,,,,
2101,32915,99CAC00608,FRED HLAVA FOR THE 49TH,PO BOX 447,CHADRON,NE,69337,C,Candidate Committee,2002-06-20,99FIS03140,,,
2102,32916,99CAC00609,TIM CAVANAUGH FOR MUD,2677 S. 191 CIRCLE,OMAHA,NE,68130,C,Candidate Committee,2002-06-21,99FIS09399,,,
2103,32917,99CAC00610,HAHN FOR COUNTY COMMISSIONER (DISSOLVED),128 N 13TH #205,LINCOLN,NE,68508,C,Candidate Committee,2002-06-27,99FIS00045,,,
2104,32918,99CAC00611,LIGHTNER FOR NRD,7421 OSAGE CT,LINCOLN,NE,68506,C,Candidate Committee,2002-07-01,99FIS00232,,,
2105,32919,99CAC00612,CAMPAIGN FOR GROLLMES (DISSOLVED),4809 S 47TH,OMAHA,NE,68117,C,Candidate Committee,2002-07-02,99FIS09396,,,
2106,32920,99CAC00613,NE VOTERS FOR SUSTAINABLE ENERGY (DISSOLVED),3719 HAMILTON,OMAHA,NE,68131,C,Candidate Committee,2002-07-26,,,,
2107,32921,99CAC00614,JAY STODDARD FOR SECRETARY OF STATE,1810 W CHARLES ST,GRAND ISLAND,NE,68803,C,Candidate Committee,2002-07-29,99FIS07151,,,
2108,32922,99CAC00615,RE-ELECT KUNCL (DISSOLVED),3354 PERSHING RD,COLUMBUS,NE,68601,C,Candidate Committee,2002-08-05,99FIS03484,,,
2109,32923,99CAC00616,SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED),2401 SOUTH 78TH STREET,LINCOLN,NE,68506,C,Candidate Committee,2002-08-20,99FIS08560,,,
2110,32924,99CAC00617,BRICE SULLIVAN FOR LEGISLATURE (DIST #26)(DISSOLVE,841 SANTA MONICA AVE,LINCOLN,NE,68504,C,Candidate Committee,2002-08-29,99FIS08728,,,
2111,32948,99CAC00643,KEVIN JOHNSON FOR CITY COUNCIL COMMITTEE (DISSOLVE,1832 PINEDALE AVE,LINCOLN,NE,68506,C,Candidate Committee,2003-03-31,99FIS09298,,,
2112,32949,99CAC00645,PAT SHANNON FOR LEGISLATURE COMMITTEE,3417 EAST DUTCHMAN CIRCLE,BELLEVUE,NE,68123,C,Candidate Committee,2003-09-03,99FIS09389,,,
2113,32950,99CAC00646,COMMITTEE TO ELECT STU DORNAN (COUNTY ATTORNEY),15426 WEST CENTER ROAD,OMAHA,NE,68144,C,Candidate Committee,2003-09-19,99FIS08288,,,2021-10-04 11:16:50.290
2114,32951,99CAC00647,MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE),"214 N,. 7TH ST, STE. 1",NORFOLK,NE,68701,C,Candidate Committee,2003-11-06,99FIS09421,,,
2115,32952,99CAC00648,FISCHER FOR LEGISLATURE,38593 FISCHER ROAD,VALENTINE,NE,69201,C,Candidate Committee,2003-11-18,99FIS08173,,,
2116,32953,99CAC00651,NEBRASKANS FOR NABITY (FOR GOVERNOR),"9802 NICHOLAS ST, SUITE 105",OMAHA,NE,68114,C,Candidate Committee,2004-01-22,,,,2021-02-08 13:31:05.740
2117,32954,99CAC00652,ZEIGER FOR LEGISLATURE,"379 MAIN ST, PO BOX 8",UNADILLA,NE,68454,C,Candidate Committee,2004-01-22,99FIS09455,,,
2118,32955,99CAC00654,ARGANBRIGHT FOR LEGISLATURE (DISSOLVED),BOX 67 - DESIRAE DRIVE,VALENTINE,NE,69201,C,Candidate Committee,2004-01-28,99FIS01786,,,
