,RecipientEntityKey,RecipientEntityID,EntityPrefix,EntityType,RecipientName,IsNotRegistered,DoNotUse,IsDissolved,FullName,LastName,FirstName,MiddleInitial,RecipientAddress,RecipientCity,RecipientState,RecipientZip,IsContributingEntity,IsRecipientEntity,SupportCandidateEntityKey,IsCurrentExecutiveBranch,ContributorTypeGroup,ContributorTypeGroupDesc
1260,22125,15CAC02052,CAC,Candidate Committee,FRED BROWN FOR WATERLOO BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,WATERLOO,NE,68069,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1261,22126,15CAC02053,CAC,Candidate Committee,VALERIE CALDERON FOR BENNINGTON BOARD EDUC,1.0,,,,,,,NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1262,22127,15CAC02054,CAC,Candidate Committee,MATTHEW WICKHAM FOR BENNINGTON SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1263,22128,15CAC02055,CAC,Candidate Committee,MARK BYARS FOR BENNINGTON SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1264,22129,15CAC02056,CAC,Candidate Committee,CHARLIE OBORNY FOR BENNINGTON SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,BENNINGTON,NE,68007,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1265,22130,15CAC02057,CAC,Candidate Committee,KELLY HINRICHS FOR DC WEST SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,VALLEY,NE,68064,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1266,22131,15CAC02058,CAC,Candidate Committee,CHUCK BURNEY FOR ELKHORN SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,ELKHORN,NE,68022,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1267,22132,15CAC02059,CAC,Candidate Committee,SUSAN ZINGLER FOR ELKHORN SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,ELKHORN,NE,68022,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1268,22133,15CAC02060,CAC,Candidate Committee,MATT REINSCH FOR MILLARD SCHOOL BOARD,,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68137,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1269,22134,15CAC02061,CAC,Candidate Committee,MARILYN RICKLEY FOR OPS SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68131,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1270,22135,15CAC02062,CAC,Candidate Committee,DEE HUFF FOR RALSTON SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68127,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1271,22136,15CAC02063,CAC,Candidate Committee,DEB GERCH FOR RALSTON SCHOOL BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68127,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1272,22139,15CAC02068,CAC,Candidate Committee,CITIZENS FOR CYNDI LAMM (NOW MAYOR),,,,,,,,PO BOX 4474; 5310 WALKER AVE,LINCOLN,NE,68504,1.0,1,22913,False,PCB,"Party, Candidate or Ballot Question Commitee"
1273,22140,15CAC02069,CAC,Candidate Committee,MCCOY FOR NEBRASKA,,,,,,,,14408 CEDAR CIRCLE,OMAHA,NE,68144,1.0,1,6347,False,PCB,"Party, Candidate or Ballot Question Commitee"
1274,22141,15CAC02070,CAC,Candidate Committee,MATT SCHULTE FOR SCHOOL BOARD,,,,,,,,5555 SOUTH STREET,LINCOLN,NE,68506,1.0,1,22937,False,PCB,"Party, Candidate or Ballot Question Commitee"
1275,22142,15CAC02071,CAC,Candidate Committee,ANNA WISHART FOR LEGISLATURE,,,,,,,,911 E STREET,LINCOLN,NE,68508,1.0,1,13264,False,PCB,"Party, Candidate or Ballot Question Commitee"
1276,22143,15CAC02072,CAC,Candidate Committee,TERRY FOR SCHOOL BOARD,,,1.0,,,,,3830 SHERIDAN BLVD,LINCOLN,NE,68506,1.0,1,22957,False,PCB,"Party, Candidate or Ballot Question Commitee"
1277,22145,15CAC02074,CAC,Candidate Committee,FRIENDS OF MAIREAD SAFRANEK,,,,,,,,1000 W. DILIN,LINCOLN,NE,68521,,1,22949,False,PCB,"Party, Candidate or Ballot Question Commitee"
1278,22146,15CAC02075,CAC,Candidate Committee,BORCHERS FOR LEGISLATURE,,,,,,,,19264 SHIRLEY ST,OMAHA,NE,68130,1.0,1,22976,False,PCB,"Party, Candidate or Ballot Question Commitee"
1279,22147,15CAC02077,CAC,Candidate Committee,ANNIE FOR EDUCATION,,,,,,,,3001 S 51ST ST. CT. #3307,LINCOLN,NE,68506,,1,22994,False,PCB,"Party, Candidate or Ballot Question Commitee"
1280,22148,15CAC02078,CAC,Candidate Committee,JOHN CARTIER - LINCOLN BOARD OF EDUCATION,,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68503,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1281,22149,15CAC02079,CAC,Candidate Committee,TAI PLEASANT FOR AIRPORT AUTHORITY,1.0,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68528,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1282,22150,15CAC02080,CAC,Candidate Committee,NEWMAN FOR COUNCIL,,,,,,,,1110 LAMPLIGHTER LANE,LINCOLN,NE,68510,,1,48230,False,PCB,"Party, Candidate or Ballot Question Commitee"
1283,22151,15CAC02081,CAC,Candidate Committee,IAN M SWANSON FOR LEGISLATURE,,,,,,,,3517 S 163RD ST,OMAHA,NE,68130,1.0,1,23014,False,PCB,"Party, Candidate or Ballot Question Commitee"
1284,22152,15CAC02082,CAC,Candidate Committee,SYNOWIECKI FOR LEGISLATURE,,,,,,,,2451 S 27TH AVE,OMAHA,NE,68105,1.0,1,48943,False,PCB,"Party, Candidate or Ballot Question Commitee"
1285,22153,15CAC02083,CAC,Candidate Committee,LES SPRY FOR LEGISLATURE COMMITTEE,,,,,,,,7520 NORTH HAMPTON ROAD,LINCOLN,NE,68506,,1,48633,False,PCB,"Party, Candidate or Ballot Question Commitee"
1286,22154,15CAC02084,CAC,Candidate Committee,LAMMERS FOR LEGISLATURE,,,,,,,,2033 CENTRAL AVENUE,KEARNEY,NE,68847,,1,5520,False,PCB,"Party, Candidate or Ballot Question Commitee"
1287,22155,15CAC02085,CAC,Candidate Committee,SCHERER FOR LEGISLATURE,,,,,,,,10861 NW 70TH STREET,LINCOLN,NE,68428,,1,23033,False,PCB,"Party, Candidate or Ballot Question Commitee"
1288,22156,15CAC02086,CAC,Candidate Committee,FRIENDS OF MIKE MCDONNELL,,,,,,,,5401 A STREET,OMAHA,NE,68106,1.0,1,23034,False,PCB,"Party, Candidate or Ballot Question Commitee"
1289,22157,15CAC02090,CAC,Candidate Committee,DAN QUICK FOR LEGISLATURE,,,,,,,,1019 KENNEDY DRIVE,GRAND ISLAND,NE,68803,1.0,1,23036,False,PCB,"Party, Candidate or Ballot Question Commitee"
1290,22158,15CAC02091,CAC,Candidate Committee,BRIESE FOR LEGISLATURE,,,,,,,,2998 300TH STREET,ALBION,NE,68620,1.0,1,23039,False,PCB,"Party, Candidate or Ballot Question Commitee"
1291,22159,15CAC02092,CAC,Candidate Committee,ZOUL FOR SENATOR,,,,,,,,404 S WEBB ROAD STE 200,GRAND ISLAND,NE,68803,,1,23045,False,PCB,"Party, Candidate or Ballot Question Commitee"
1292,22160,15CAC02093,CAC,Candidate Committee,FRIENDS OF MIKE HILGERS-LEGISLATURE,,,,,,,,1320 LINCOLN MALL,LINCOLN,NE,68508,1.0,1,13294,False,PCB,"Party, Candidate or Ballot Question Commitee"
1293,22161,15CAC02094,CAC,Candidate Committee,BRINKMAN FOR LANCASTER COUNTY BOARD,,,,,,,,210 BLUE SAGE BLVD,LINCOLN,NE,68521,1.0,1,23047,False,PCB,"Party, Candidate or Ballot Question Commitee"
1294,22162,15CAC02095,CAC,Candidate Committee,DUBAS FOR LEGISLATURE (2014 AND LATER),,,,,,,,54906 N. 180TH AVE,FULLERTON,NE,68638,,1,522,False,PCB,"Party, Candidate or Ballot Question Commitee"
1295,22163,15CAC02096,CAC,Candidate Committee,STEVE HALLORAN FOR LEGISLATURE,,,,,,,,1522 ARAPAHOE,HASTINGS,NE,68901,1.0,1,23050,False,PCB,"Party, Candidate or Ballot Question Commitee"
1296,22164,15CAC02097,CAC,Candidate Committee,SUZANNE C. GEIST FOR LEGISLATURE,,,,,,,,9030 SANDHILLS COURT,LINCOLN,NE,68516,1.0,1,23051,False,PCB,"Party, Candidate or Ballot Question Commitee"
1297,22165,15CAC02098,CAC,Candidate Committee,BERT MEHRER FOR MUD,,,,,,,,POB 642266,OMAHA,NE,68164,,1,23052,False,PCB,"Party, Candidate or Ballot Question Commitee"
1298,22166,15CAC02099,CAC,Candidate Committee,MICHELS FOR LEGISLATURE,,,,,,,,PO BOX 501,WALTON,NE,68461,,1,8767,False,PCB,"Party, Candidate or Ballot Question Commitee"
1299,22167,15CAC02100,CAC,Candidate Committee,CITIZENS TO ELECT DICK CLARK,,,,,,,,1008 SOUTH 8TH,LINCOLN,NE,68508,,1,25176,False,PCB,"Party, Candidate or Ballot Question Commitee"
1300,22168,15CAC02101,CAC,Candidate Committee,KARL (ELMSHAEUSER) FOR NEBRASKA,,,,,,,,2314 WESTRIDGE DRIVE,OGALLALA,NE,69153,,1,6364,False,PCB,"Party, Candidate or Ballot Question Commitee"
1301,22169,15CAC02102,CAC,Candidate Committee,LYNNE WALZ FOR LEGISLATURE,,,,,,,,1717 PARKVIEW DR,FREMONT,NE,68025,1.0,1,23054,False,PCB,"Party, Candidate or Ballot Question Commitee"
1302,22170,15CAC02103,CAC,Candidate Committee,CITIZENS FOR SCHNOOR,,,,,,,,984 COUNTY ROAD G,SCRIBNER,NE,68057,,1,22897,False,PCB,"Party, Candidate or Ballot Question Commitee"
1303,22171,15CAC02104,CAC,Candidate Committee,JIM GORDON FOR LEGISLATURE,,,,,,,,3311 TIMBERVIEW COURT,LINCOLN,NE,68506,,1,23055,False,PCB,"Party, Candidate or Ballot Question Commitee"
1304,22172,15CAC02105,CAC,Candidate Committee,FOX FOR LEGISLATURE,,,,,,,,105 SOUTH 9TH STREET APT 405,OMAHA,NE,68102,1.0,1,23049,False,PCB,"Party, Candidate or Ballot Question Commitee"
1305,22173,15CAC02106,CAC,Candidate Committee,PEGGY POPPS FOR LEGISLATURE INC,,,,,,,,2355 FAWN COURT,SIDNEY,NE,69162,1.0,1,23063,False,PCB,"Party, Candidate or Ballot Question Commitee"
1306,22174,15CAC02107,CAC,Candidate Committee,ADAM YALE FOR WESTSIDE BOARD EDUCATION,,,,,,,,8748 FREDERICK STREET,OMAHA,NE,68124,,1,23064,False,PCB,"Party, Candidate or Ballot Question Commitee"
1307,22175,15CAC02108,CAC,Candidate Committee,LEFLER FOR COMMISSIONER,,,,,,,,PO BOX 97,MALCOLM,NE,68402,1.0,1,23066,False,PCB,"Party, Candidate or Ballot Question Commitee"
1308,22176,15CAC02109,CAC,Candidate Committee,VARGAS FOR NEBRASKA,,,,,,,,713 CANIGLIA PLAZA,OMAHA,NE,68108,1.0,1,23067,False,PCB,"Party, Candidate or Ballot Question Commitee"
1309,22177,15CAC02110,CAC,Candidate Committee,BENGTSON FOR LEGISLATURE,,,1.0,,,,,520 CARDINAL DRIVE,S SIOUX CITY,NE,68776,,1,23068,False,PCB,"Party, Candidate or Ballot Question Commitee"
1310,22178,15CAC02111,CAC,Candidate Committee,RICK VEST FOR LEGISLATURE,,,,,,,,2145 GUNNISON DRIVE,LINCOLN,NE,68521,,1,23071,False,PCB,"Party, Candidate or Ballot Question Commitee"
1311,22179,15CAC02112,CAC,Candidate Committee,DAN ESCH FOR COUNTY CLERK,,,,,,,,11205 WRIGHT CIRCLE STE 220,OMAHA,NE,68144,1.0,1,23069,False,PCB,"Party, Candidate or Ballot Question Commitee"
1312,22180,15CAC02113,CAC,Candidate Committee,JOHN WITZEL FOR STATE BOARD OF EDUCATION,,,,,,,,905 EDGEWOOD BLVD,PAPILLION,NE,68046,,1,21982,False,PCB,"Party, Candidate or Ballot Question Commitee"
1313,22181,15CAC02115,CAC,Candidate Committee,COMMITTEE TO ELECT WENDALL GASTON,,,,,,,,515 CHARLES DRIVE,SIDNEY,NE,69162,,1,45647,False,PCB,"Party, Candidate or Ballot Question Commitee"
1314,23084,15IRC00521,IRC,Independent Reporting Committee,WESTSIDE COMMUNITY SCHOOLS BOND ISSUE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68106,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1315,23086,15PAC00184,PAC,Political Action Committee,TEAMSTERS LOCAL #554 PAC,,,,,,,,4349 S 90TH STREET,OMAHA,NE,68127,1.0,1,-10,False,PAC,Political Action Committee
1316,23088,16BQC00427,BQC,Ballot Question Committee,RETAIN A JUST NEBRASKA,,,,,,,,926 N. 74TH STREET,OMAHA,NE,68114,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1317,23089,16BQC00428,BQC,Ballot Question Committee,MOVE SOUTH SIOUX CITY FORWARD,,,,,,,,430 FAIR OAKS DRIVE,S SIOUX CITY,NE,68776,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1318,23090,16BQC00429,BQC,Ballot Question Committee,PENNIES FOR PROGRESS,,,,,,,,309 W SECOND STREET,GRAND ISLAND,NE,68801,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1319,23091,16BQC00430,BQC,Ballot Question Committee,LINCOLN LIAISON COMMITTEE 2016,,,,,,,,301 SOUTH 13TH STREET #410,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1320,23092,16BQC00431,BQC,Ballot Question Committee,PAPILLION PROUD,,,,,,,,PO BOX 461089,PAPILLION,NE,68046,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1321,23093,16BQC00432,BQC,Ballot Question Committee,GROW ADAMS CENTRAL TOGETHER COMMITTEE,,,,,,,,4985 W COTTONWOOD COVE,HASTINGS,NE,68901,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1322,23094,16BQC00433,BQC,Ballot Question Committee,BLAIR SCHOOL BOND COMMITTEE - NOT REGISTERED,,,,,,,,POB 248,BLAIR,NE,68008,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1323,23095,16BQC00434,BQC,Ballot Question Committee,FRIENDS OF THE BUTLER COUNTY COMMUNITY CENTER INC,,,,,,,,2741 ROAD L,DAVID CITY,NE,68632,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1324,23096,16BQC00435,BQC,Ballot Question Committee,VOTE TO RENEW 1 AND 2,,,,,,,,123 S 8TH STE 7,NEBRASKA CITY,NE,68410,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1325,23097,16BQC00436,BQC,Ballot Question Committee,BUILDINGS FOR FALCON - NOT REGISTERED,,,,,,,,POB 250,TILDEN,NE,68781,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1326,23098,16BQC00437,BQC,Ballot Question Committee,RESTORATION OF THE DEATH PENALTY - BALLOT ISSUE,,,,,,,,NOT A COMMITTEE,LINCOLN,NE,99999-9999,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1327,23099,16BQC00438,BQC,Ballot Question Committee,FRIENDS OF SOUTHEAST COMMUNITY COLLEGE,,,,,,,,OLSSON ASSOCIATES 601 P STREET STE 200,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1328,23100,16BQC00439,BQC,Ballot Question Committee,BETTER TOGETHER,,,,,,,,205 S 11TH STREET,TEKAMAH,NE,68061,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1329,23101,16BQC00441,BQC,Ballot Question Committee,BELLEVUE ECONOMIC ENHANCEMENT FOUNDATION,1.0,,,,,,,NOT REGISTERED,BELLEVUE,NE,68005,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1330,23102,16BQC00442,BQC,Ballot Question Committee,CITIZENS FOR A SAFER DOUGLAS COUNTY COMMITTEE,,,,,,,,14301 FNB PARKWAY STE 100,OMAHA,NE,68154,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1331,23103,16BQC00443,BQC,Ballot Question Committee,VOTE NO 369,,,,,,,,134 S 13TH STREET SUITE 1200,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1332,23104,16BQC00444,BQC,Ballot Question Committee,CITIZENS FOR EXCELLENCE IN EDUCATION 2016,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68106,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1333,23105,16BQC00445,BQC,Ballot Question Committee,CATHOLIC MOBILIZING NETWORK NEBRASKA,,,,,,,,2405 N 50TH STREET APT 4,LINCOLN,NE,68504,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1334,23106,16BQC00446,BQC,Ballot Question Committee,KNIGHTS VOTE NO,,,,,,,,2280 COUNTY ROAD L,CRAIG,NE,68019,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1335,23107,16BQC00447,BQC,Ballot Question Committee,"BUILDING BLOCKS, GROWING MINDS",1.0,,,,,,,1301 HARNEY STREET,OMAHA,NE,68102,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1336,23108,16BQC00448,BQC,Ballot Question Committee,RECYCLE LINCOLN,,,,,,,,6500 HOLDREDE STREET PO BOX 57231,LINCOLN,NE,68505,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1337,23109,16CAC02116,CAC,Candidate Committee,KRIS KARNES FOR WESTSIDE SCHOOL BOARD,,,,,,,,9639 OAK CIRCLE,OMAHA,NE,68124,1.0,1,25105,False,PCB,"Party, Candidate or Ballot Question Commitee"
1338,23110,16CAC02117,CAC,Candidate Committee,COMMITTEE TO ELECT COREY STUTTE,,,,,,,,907 NORTH BURLINGTON AVENUE,HASTINGS,NE,68901,,1,25111,False,PCB,"Party, Candidate or Ballot Question Commitee"
1339,23111,16CAC02118,CAC,Candidate Committee,FRICKE FOR STATE BOARD OF EDUCATION,,,,,,,,13584 MARGO STREET,OMAHA,NE,68138,1.0,1,23076,False,PCB,"Party, Candidate or Ballot Question Commitee"
1340,23112,16CAC02119,CAC,Candidate Committee,LINEHAN FOR LEGISLATURE,,,,,,,,4025 SOUTH 224 CIRCLE,ELKHORN,NE,68022,1.0,1,25118,False,PCB,"Party, Candidate or Ballot Question Commitee"
1341,23113,16CAC02120,CAC,Candidate Committee,FRIENDS OF CRAIG MOODY,,,,,,,,510 SOUTH 57TH STREET,OMAHA,NE,68106,,1,25109,False,PCB,"Party, Candidate or Ballot Question Commitee"
1342,23114,16CAC02121,CAC,Candidate Committee,TOM WURTZ FOR MUD,,,1.0,,,,,19815 LOGAN STREET,OMAHA,NE,68130,,1,25153,False,PCB,"Party, Candidate or Ballot Question Commitee"
1343,23115,16CAC02122,CAC,Candidate Committee,JILL BROWN FOR LEGISLATURE,,,,,,,,6322 GIRARD ST,OMAHA,NE,68152,,1,16780,False,PCB,"Party, Candidate or Ballot Question Commitee"
1344,23116,16CAC02125,CAC,Candidate Committee,BILL ARMBRUST FOR LEGISLATURE,,,,,,,,8606 N 216,ELKHORN,NE,68022,,1,25140,False,PCB,"Party, Candidate or Ballot Question Commitee"
1345,23117,16CAC02126,CAC,Candidate Committee,BALLARD FOR COMMISSIONER,,,,,,,,1503 W. RAYMOND RD,LINCOLN,NE,68428,,1,25129,False,PCB,"Party, Candidate or Ballot Question Commitee"
1346,23118,16CAC02127,CAC,Candidate Committee,VOTE YODER,,,,,,,,5717 12TH STREET,MURRAY,NE,68409,,1,25144,False,PCB,"Party, Candidate or Ballot Question Commitee"
1347,23119,16CAC02128,CAC,Candidate Committee,JONI ALBRECHT FOR LEGISLATURE,,,,,,,,2088 D AVENUE,THURSTON,NE,68062,1.0,1,25145,False,PCB,"Party, Candidate or Ballot Question Commitee"
1348,23120,16CAC02129,CAC,Candidate Committee,COMMITTEE TO ELECT LOUIS E BENSCOTER,,,,,,,,2112 CENTENNIAL ROAD,WAYNE,NE,68787,,1,25156,False,PCB,"Party, Candidate or Ballot Question Commitee"
1349,23121,16CAC02130,CAC,Candidate Committee,CARL D JENNINGS FOR METRO COLLEGE BOARD,,,,,,,,1612 S 93RD STREET,OMAHA,NE,68124,,1,15141,False,PCB,"Party, Candidate or Ballot Question Commitee"
1350,23122,16CAC02131,CAC,Candidate Committee,STEVE ERDMAN FOR LEGISLATURE,,,,,,,,8527 L62A,BAYARD,NE,69334,1.0,1,49692,False,PCB,"Party, Candidate or Ballot Question Commitee"
1351,23123,16CAC02132,CAC,Candidate Committee,PAUL KENNEY FOR REGENT COMMITTEE,,,,,,,,322 WEST 39TH STREET,KEARNEY,NE,68848,,1,25139,False,PCB,"Party, Candidate or Ballot Question Commitee"
1352,23125,16CAC02134,CAC,Candidate Committee,NICK HOWE OMAHA PUBLIC SCHOOL BOARD,,,,,,,,11305 QUEENS DRIVE,OMAHA,NE,68164,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1353,23126,16CAC02135,CAC,Candidate Committee,JOHN LOWE FOR LEGISLATURE,,,,,,,,2001 CENTRAL AVE,KEARNEY,NE,68847,,1,25197,False,PCB,"Party, Candidate or Ballot Question Commitee"
1354,23127,16CAC02136,CAC,Candidate Committee,BILL RHEA JR FOR PAPIO NRD BOARD,,,,,,,,5987 MCCALL LAND,ARLINGTON,NE,68002,,1,25250,False,PCB,"Party, Candidate or Ballot Question Commitee"
1355,23128,16CAC02137,CAC,Candidate Committee,MELISSA FREELEND FOR NPPD,,,,,,,,3113 9TH AVENUE,KEARNEY,NE,68845,,1,25162,False,PCB,"Party, Candidate or Ballot Question Commitee"
1356,23129,16CAC02138,CAC,Candidate Committee,NEBRASKANS FOR MCGILL JOHNSON,,,,,,,,15351 LAFAYETTE AVENUE,OMAHA,NE,68154,,1,5286,False,PCB,"Party, Candidate or Ballot Question Commitee"
1357,23130,16CAC02139,CAC,Candidate Committee,DEBRA WOODLE CARLSON COUNTY COMMISSIONER,,,,,,,,6108 CEDER DALE ROAD,PAPILLION,NE,68133,1.0,1,25108,False,PCB,"Party, Candidate or Ballot Question Commitee"
1358,23131,16CAC02140,CAC,Candidate Committee,GREGG NEUHAUS FOR LEGISLATURE - 2016,,,,,,,,3219 HIAWATHA PL,GRAND ISLAND,NE,68803,1.0,1,6345,False,PCB,"Party, Candidate or Ballot Question Commitee"
1359,23132,16CAC02141,CAC,Candidate Committee,MULLIGAN FOR OPPD,,,,,,,,12311 CHARLES STREET,OMAHA,NE,68154,,1,12621,False,PCB,"Party, Candidate or Ballot Question Commitee"
1360,23133,16CAC02142,CAC,Candidate Committee,TOM BREWER FOR NEBRASKA,,,,,,,,550 WEST 10TH ST,GORDON,NE,69343,1.0,1,25200,False,PCB,"Party, Candidate or Ballot Question Commitee"
1361,23134,16CAC02143,CAC,Candidate Committee,WAYNE FOR NEBRASKA,,,,,,,,8937 N 56TH AVENUE CIRCLE,OMAHA,NE,68152,1.0,1,9098,False,PCB,"Party, Candidate or Ballot Question Commitee"
1362,23135,16CAC02144,CAC,Candidate Committee,NEIL E WILLIAMS,,,,,,,,117 EAST 2NS STREET,OGALLALA,NE,69153,,1,25190,False,PCB,"Party, Candidate or Ballot Question Commitee"
1363,23136,16CAC02145,CAC,Candidate Committee,ROLAND FOR LEGISLATURE,,,1.0,,,,,105 S HAPPY HOLLOW BLVD,OMAHA,NE,68132,,1,25174,False,PCB,"Party, Candidate or Ballot Question Commitee"
1364,23137,16CAC02146,CAC,Candidate Committee,BOSTELMAN FOR LEGISLATURE,,,,,,,,2751 X ROAD,BRAINARD,NE,68626,1.0,1,25189,False,PCB,"Party, Candidate or Ballot Question Commitee"
1365,23138,16CAC02147,CAC,Candidate Committee,COLLIN CAVANAUGH FOR OPPD,,,,,,,,6038 LAFAYETTE AVENUE,OMAHA,NE,68132,1.0,1,25301,False,PCB,"Party, Candidate or Ballot Question Commitee"
1366,23139,16CAC02148,CAC,Candidate Committee,MARY JANE TRUEMPER FOR COUNTY BOARD,,,,,,,,5036 IZARD ST,OMAHA,NE,68132,,1,25220,False,PCB,"Party, Candidate or Ballot Question Commitee"
1367,23140,16CAC02149,CAC,Candidate Committee,JAKE SEEMAN FOR LEGISLATURE - NOT REGISTERED,,,,,,,,NOT REGISTERED,OMAHA,NE,68114,,1,25186,False,PCB,"Party, Candidate or Ballot Question Commitee"
1368,23142,16CAC02151,CAC,Candidate Committee,RAUNER FOR NEBRASKA,,,,,,,,5100 VALLEY ROAD,LINCOLN,NE,68510,,1,16800,False,PCB,"Party, Candidate or Ballot Question Commitee"
1369,23143,16CAC02152,CAC,Candidate Committee,FRIENDS OF CAMERON GALES FOR DOUGLAS COUNTY BOARD,,,,,,,,13063 TAYLOR CIRCLE,OMAHA,NE,68164,,1,16698,False,PCB,"Party, Candidate or Ballot Question Commitee"
1370,23144,16CAC02154,CAC,Candidate Committee,FANGMEYER FOR REGENT,,,,,,,,31 EL CHARMAN LK PL,GIBBON,NE,68840,,1,43478,False,PCB,"Party, Candidate or Ballot Question Commitee"
1371,23145,16CAC02155,CAC,Candidate Committee,GLEN FLINT FOR NEBRASKA STATE BOARD OF EDUCATION,,,,,,,,13105 LAKE VIEW DRIVE,SPRINGFIELD,NE,68059,,1,22018,False,PCB,"Party, Candidate or Ballot Question Commitee"
1372,23146,16CAC02156,CAC,Candidate Committee,MICHAEL KRINGS FOR MAYOR,,,,,,,,1330 HERITAGE DRIVE,HASTINGS,NE,68901,,1,25311,False,PCB,"Party, Candidate or Ballot Question Commitee"
1373,23148,16CAC02158,CAC,Candidate Committee,ELECT RUSS ZEEB,,,,,,,,8208 KAVAI DR.,PAPILLION,NE,68046,,1,6338,False,PCB,"Party, Candidate or Ballot Question Commitee"
1374,23149,16CAC02159,CAC,Candidate Committee,PATSY KOCH JOHNS FOR QUALITY EDUCATION,,,,,,,,441 COTTONWOOD DRIVE,LINCOLN,NE,68510,1.0,1,25138,False,PCB,"Party, Candidate or Ballot Question Commitee"
1375,23150,16CAC02160,CAC,Candidate Committee,PAUL MORRISON FOR NRD - NOT REGISTERED,,,,,,,,NOT REGISTERED,LINCOLN,NE,68509,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1376,23151,16CAC02161,CAC,Candidate Committee,AMY SPELLMAN FOR MALCOM SCHOOL BOARD - NR,,,,,,,,NOT REGISTERED,LINCOLN,NE,68509,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1377,23152,16CAC02162,CAC,Candidate Committee,VERLE FINKE FOR MALCOM SCHOOL BOARD - NR,,,,,,,,NOT REGISTERED,LINCOLN,NE,68509,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
1378,23153,16CAC02164,CAC,Candidate Committee,NIC CHESTNUT FOR DOUGLAS COUNTY,1.0,,,,,,,NOT REGISTERED,OMAHA,NE,68114,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
