,EntityKey,CommitteeID,CommitteeName,CommitteeAddress,CommitteeCity,CommitteeState,CommitteeZip,CommitteeType,CommitteeTypeDesc,MostRecentOrganizationDate,MostRecentSupportCandidateId,MostRecentOpposeCandidateId,InsertDate,UpdateDate
1326,16962,14CAC01897,EUREK FOR ATTORNEY GENERAL COMMITTEE,8540 EXECUTIVE WOODS DR. #500 (RM 509),LINCOLN,NE,68512,C,Candidate Committee,2014-04-09,09FIS11501,,2021-10-24 14:13:22.607,
1327,16963,14CAC01898,RON BOOKS FOR COUNTY COMMISSIONER(DISSOLVED),219 NORTH MALONEY DRIVE,NORTH PLATTE,NE,69101,C,Candidate Committee,2014-04-10,99FIS06105,,2021-10-24 14:13:22.607,
1328,16964,14CAC01899,CLARICE JACKSON FOR STATE BOARD OF EDUCATION,5715 PACIFIC STREET,OMAHA,NE,68106,C,Candidate Committee,2014-04-10,14FIS13009,,2021-10-24 14:13:22.607,
1329,16965,14CAC01900,DENISE MCGOVERN-GALLAGHER FOR HALL COUNTY CLERK(NO,2615 RIVERSIDE DRIVE,GRAND ISLAND,NE,68801,C,Candidate Committee,2014-04-10,14FIS12805,,2021-10-24 14:13:22.607,
1330,16966,14CAC01901,KEN MOODY FOR DAWSON COUNTY SHERIFF(DISSOLVED),2605 NORTH HAVEN DR.,GOTHENBURG,NE,69138,C,Candidate Committee,2014-04-10,14FIS13130,,2021-10-24 14:13:22.607,
1331,16967,14CAC01902,COMMITTEE TO ELECT LARRY BRADLEY (DISSOLVED 2016),6068 COUNTRY CLUB OAKS PLACE,OMAHA,NE,68152,C,Candidate Committee,2014-04-10,05FIS10029,,2021-10-24 14:13:22.607,
1332,16968,14CAC01903,TINGELHOFF FOR COUNTY ATTORNEY (NOT REGISTERED),NOT REGISTERED,WAHOO,NE,68066,C,Candidate Committee,1900-01-01,99FIS08982,,2021-10-24 14:13:22.607,
1333,16969,14CAC01904,DEB STHUCLIK FOR REGISTER OF DEEDS (NOT REGISTERED,1212 NORTH FILLMORE STREET,LEXINGTON,NE,68850,C,Candidate Committee,2014-04-14,14FIS13126,,2021-10-24 14:13:22.607,
1334,16970,14CAC01905,BILL HENRY FOR LINCOLN COUNTY COMMISSIONER #3(DISS,9520 SOUTH SIERRA DRIVE,NORTH PLATTE,NE,69101,C,Candidate Committee,2014-04-14,99FIS04189,,2021-10-24 14:13:22.607,
1335,16971,14CAC01906,LAWRENCE OSTENDORF FOR COUNTY COMMISSIONER (NR),PO BOX 194,NORTH PLATTE,NE,69101,C,Candidate Committee,2014-04-14,14FIS13198,,2021-10-24 14:13:22.607,
1336,16972,14CAC01907,MICHAEL GROENE FOR LEGISLATURE,PO BOX 1944,NORTH PLATTE,NE,69101,C,Candidate Committee,2014-04-11,10FIS11855,,2021-10-24 14:13:22.607,
1337,16973,14CAC01908,DIAN LAUBY FOR REGISTER OF DEEDS (NR),75394 ROAD 427,LEXINGTON,NE,68850,C,Candidate Committee,2014-04-14,14FIS13131,,2021-10-24 14:13:22.607,
1338,16974,14CAC01910,DANNY KLUTHE NPPD BOARD(NOT REGISTERED),NOT REGISTERED COMMITTEE,DODGE,NE,68633,C,Candidate Committee,2014-04-14,,,2021-10-24 14:13:22.607,
1339,16975,14CAC01911,VERN JANTZEN NORRIS PUBLIC POWER BOARD(NOT REGISTE,NOT A REGISTERED COMMITTEE,ZIP NOT VALID,NE,57975,C,Candidate Committee,2014-04-14,,,2021-10-24 14:13:22.607,
1340,16976,14CAC01913,PAM DINGMAN FOR NEBRASKA,1763 SURFSIDE DRIVE,LINCOLN,NE,68528,C,Candidate Committee,2014-04-14,14FIS12926,,2021-10-24 14:13:22.607,
1341,16977,14CAC01915,TIM GAY FOR OPPD BOARD,2004 TITAN SPRINGS DRIVE,PAPILLION,NE,68133,C,Candidate Committee,2014-10-21,99FIS05418,,2021-10-24 14:13:22.607,
1342,16978,14CAC01916,SCHULLER FOR SHERIFF,3410 88TH STREET,COLUMBUS,NE,68601,C,Candidate Committee,2014-04-15,14FIS12864,,2021-10-24 14:13:22.607,
1343,16979,14CAC01920,JACKIE ROWAN FOR CLERK OF THE DISTRICT COURT (NO),900 REAGAN DRIVE,LEXINGTON,NE,68850,C,Candidate Committee,2014-04-17,14FIS12806,,2021-10-24 14:13:22.607,
1344,16980,14CAC01922,SHADA FOR COUNTY CLERK,1389 GARRETT AVENUE,WAHOO,NE,68066,C,Candidate Committee,2014-04-16,14FIS12815,,2021-10-24 14:13:22.607,
1345,16981,14CAC01923,BOB VAN VALKENBURG FOR LEGISLATURE-NR,NOT REGISTERED,LINCOLN,NE,68505,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
1346,16982,14CAC01924,VALENCIA FOR LEGISLATURE (NOT REGISTERED),NOT REGISTERED,LINCOLN,NE,68503,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
1347,16983,14CAC01926,KATHY HAMMOND CLERK OF THE DIST COURT ( NR ),NOT REGISTERED,LINCOLN,NE,68508,C,Candidate Committee,9999-04-21,,,2021-10-24 14:13:22.607,
1348,16984,14CAC01927,ED WEMHOFF FOR SHERIFF,35737 220TH AVENUE,PLATTE CENTER,NE,68653,C,Candidate Committee,2014-04-21,13FIS12747,,2021-10-24 14:13:22.607,
1349,16985,14CAC01928,MARY HARDING FOR NPPD,PO BOX 81854,LINCOLN,NE,68501,C,Candidate Committee,2014-04-21,99FIS08863,,2021-10-24 14:13:22.607,
1350,16986,14CAC01929,MEYERS FOR STATE BOARD OF EDUCATION (DISSOLVED),6417 SOUTH 92ND STREET,OMAHA,NE,68127,C,Candidate Committee,2014-04-21,14FIS12840,,2021-10-24 14:13:22.607,
1351,16987,14CAC01931,HEATHER HAUSCHILD FOR SB COUNTY TREASURER (DISSOLV,1913 AVENUE P,SCOTTSBLUFF,NE,69361,C,Candidate Committee,2014-04-23,14FIS13045,,2021-10-24 14:13:22.607,
1352,16988,14CAC01932,PILLARD FOR ENGINEER (DISSOLVED),2201 N. 62ND STREET,LINCOLN,NE,68505,C,Candidate Committee,2014-04-28,14FIS13124,,2021-10-24 14:13:22.607,
1353,16989,14CAC01933,GREGG MAGEE FOR SHERIFF,1404 HIGHLAND DR.,HASTINGS,NE,68901,C,Candidate Committee,2014-04-29,99FIS02446,,2021-10-24 14:13:22.607,
1354,16990,14CAC01934,JIM PRAUNER FOR COMMISSIONER (DISSOLVED),"300 5TH STREET, BOX 301",BATTLE CREEK,NE,68715,C,Candidate Committee,2014-04-29,99FIS00086,,2021-10-24 14:13:22.607,
1355,16991,14CAC01935,BARBARA POUSSON FOR CLERK OF DISTRICT COURT(DISOL,911 W. PERRY STREET,PAPILLION,NE,68046,C,Candidate Committee,2014-04-30,14FIS12828,,2021-10-24 14:13:22.607,
1356,16992,14CAC01936,LOU POFAHL FOR COUNTY COMMISSIONER (NOT REGISTERED,1221 EAST SHERWOOD RD,NORFOLK,NE,68701,C,Candidate Committee,1900-01-01,99FIS09529,,2021-10-24 14:13:22.607,
1357,16993,14CAC01937,TODD WILTGEN FOR COUNTY COMMISSIONER,7240 LINCOLNSHIRE ROAD,LINCOLN,NE,68506,C,Candidate Committee,2014-05-20,14FIS12965,,2021-10-24 14:13:22.607,
1358,16994,14CAC01938,STEVEN TWOHIG FOR SAUNDERS COUNTY ATTORNEY,18676 OREGON CIRCLE,ELKHORN,NE,68022,C,Candidate Committee,2014-05-02,14FIS13025,,2021-10-24 14:13:22.607,
1359,16995,14CAC01939,DANA BLAKELY FOR WESTSIDE SCHOOL BOARD (NR),15154 WHITMORE CIRLCE,BENNINGTON,NE,68007,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1360,16996,14CAC01940,BECKY BORYCA FOR CLERK OF THE DISTRICT COURT,120 WEST 17TH,COZAD,NE,69130,C,Candidate Committee,2014-05-05,14FIS13134,,2021-10-24 14:13:22.607,
1361,16997,14CAC01941,RICHARD ZELLER FOR COUNTY COMMISSIONER (NR),246 KOENING,OGALLALA,NE,69153,C,Candidate Committee,1900-01-01,14FIS12899,,2021-10-24 14:13:22.607,
1362,16998,14CAC01942,BEN GOTSCHALL FOR NPPD,6505 WEST DAVEY ROAD,LINCOLN,NE,68428,C,Candidate Committee,2014-05-05,14FIS13007,,2021-10-24 14:13:22.607,
1363,16999,14CAC01943,RE-ELECT ROBINSON FOR SHERIFF (2014),P.O. BOX 373,ARLINGTON,NE,68002,C,Candidate Committee,2014-05-07,99FIS08419,,2021-10-24 14:13:22.607,
1364,17000,14CAC01944,PAUL ANDERSON FOR THE LEGISLATURE (DISSOLVED),6626 CUMING STREET,OMAHA,NE,68132,C,Candidate Committee,2014-05-07,,,2021-10-24 14:13:22.607,
1365,17001,14CAC01945,PROKOP REGENT COMMITTEE (DISSOLVED),"320 W. HICKORY STREET, POB 14",WILBER,NE,68465,C,Candidate Committee,2014-05-13,99FIS08384,,2021-10-24 14:13:22.607,
1366,17002,14CAC01946,JODY FUCHTMAN (CLERK OF THE DISTRICT COURT)(DISSOL,53153 871 ROAD,CREIGHTON,NE,68729,C,Candidate Committee,2014-05-13,14FIS12888,,2021-10-24 14:13:22.607,
1367,17003,14CAC01947,KNOTT FOR NPPD,1688 Y ROAD,PETERSBURG,NE,68652,C,Candidate Committee,2014-05-12,14FIS12993,,2021-10-24 14:13:22.607,
1368,17004,14CAC01948,COMMITTEE TO RE-ELECT RITA SANDERS(DISSOLVED),507 MARTIN DRIVE,BELLEVUE,NE,68005,C,Candidate Committee,2014-05-12,09FIS11551,,2021-10-24 14:13:22.607,
1369,17005,14CAC01949,SOTELO FOR LEGISLATURE,43529 ROAD 756,LEXINGTON,NE,68850,C,Candidate Committee,2014-05-12,14FIS13024,,2021-10-24 14:13:22.607,
1370,17006,14CAC01951,DEBORAH EAGAN FOR NRD (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1371,17007,14CAC01952,MAGGIE SQUIRES FOR NRD (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1372,17008,14CAC01953,KAREN AMEN FOR LPSNRD,3220 JOY COURT,LINCOLN,NE,68502-0000,C,Candidate Committee,2014-08-07,14FIS13225,,2021-10-24 14:13:22.607,
1373,17009,14CAC01954,ADAM HINTZ FOR NRD (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1374,17010,14CAC01955,PATTY BENTZINER FOR NORRIS SCHOOL BOARD (NR),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1375,17011,14CAC01956,JIM CRAIG FOR NORRIS SCHOOL BOARD (NR),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1376,17012,14CAC01957,JACK SCOTT FOR HICKMAN CITY COUNCIL (NR),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1377,17013,14CAC01958,THOMAS P. HERZOG CAMPAIGN FUND(DISSOLVED),117 NORTH 4TH STREET,O'NEILL,NE,68763,C,Candidate Committee,2014-06-25,99FIS04611,,2021-10-24 14:13:22.607,
1378,17014,14CAC01959,MARTIN STEINBECK FOR NORTH PLATTE CITY COUNCIL-NR,NOT REGISTERED,NORTH PLATTE,NE,69101,C,Candidate Committee,9999-12-31,,,2021-10-24 14:13:22.607,
1379,17015,14CAC01960,JEREMY JENSEN FOR GI MAYOR,PO BOX 5164,GRAND ISLAND,NE,68802,C,Candidate Committee,2014-09-24,14FIS13244,,2021-10-24 14:13:22.607,
1380,17016,14CAC01961,RICH HURLEY FOR OPPD BOARD,13310 EAGLE RUN DRIVE,OMAHA,NE,68164,C,Candidate Committee,2014-06-10,,,2021-10-24 14:13:22.607,
1381,17017,14CAC01962,LORI TOPP FOR JOHNSON COUNTY TREASURER(NOT REGISTE,NOT A REGISTERED COMMITTEE,TECUMSEH,NE,68450,C,Candidate Committee,2014-06-23,,,2021-10-24 14:13:22.607,
1382,17018,14CAC01963,NEWMAN FOR COUNTY BOARD (DISSOLVED),1110 LAMPLIGHTER LANE,LINCOLN,NE,68510,C,Candidate Committee,2014-06-23,99FIS07876,,2021-10-24 14:13:22.607,
1383,17019,14CAC01965,JIM TARNICK FOR NPPD (NOT REGISTERED),109 GERMAND STREET,FULLERTON,NE,68638,C,Candidate Committee,1900-01-01,14FIS13064,,2021-10-24 14:13:22.607,
1384,17020,14CAC01967,O&#39;HARA 2014 TREASURER (DISSOLVED),2212 SOUTH 64TH PLAZA #216,OMAHA,NE,68106,C,Candidate Committee,2014-06-30,14FIS12989,,2021-10-24 14:13:22.607,
1385,17021,14CAC01969,KEITH KUBE FOR LEGISLATURE,208 WYOMING STREET,CROFTON,NE,68730,C,Candidate Committee,2014-08-08,14FIS13044,,2021-10-24 14:13:22.607,
1386,17022,14CAC01971,COLGAN FOR CLERK,1735 N IRVING,FREMONT,NE,68025,C,Candidate Committee,2014-08-26,14FIS12958,,2021-10-24 14:13:22.607,
1387,17023,14CAC01972,RYAN ANDEL FOR BUTLER COUNTY SHERIFF (NOT REGISTER,353 NORTH 10TH STREET,DAVID CITY,NE,68632,C,Candidate Committee,1900-01-01,14FIS13231,,2021-10-24 14:13:22.607,
1388,17024,14CAC01973,FRIENDS OF HUNTER PANEITZ (NOT REGISTERED),NOT A REGISTERED COMMITTEE,ZIP NOT VALID,NE,68599-9999,C,Candidate Committee,2014-09-22,,,2021-10-24 14:13:22.607,
1389,17025,14CAC01975,COMMITTEE TO ELECT STAN WIRTH FOR MAYOR,2001 COUNTRY MEADOWS PL,BEATRICE,NE,68310,C,Candidate Committee,2014-09-22,14FIS13240,,2021-10-24 14:13:22.607,
1390,17026,14CAC01976,BRIAN WHITECALF FOR CITY COUNCIL (NOT REGISTERED),1506 ST PAUL RD,GRAND ISLAND,NE,68801,C,Candidate Committee,2014-09-23,,,2021-10-24 14:13:22.607,
1391,17027,14CAC01979,STEELE FOR GI CITY COUNCIL WARD 2 (DISSOLVED),2405 SANTA FE CIRCLE,GRAND ISLAND,NE,68801,C,Candidate Committee,2014-09-25,14FIS13245,,2021-10-24 14:13:22.607,
1392,17028,14CAC01981,BOB TWISS ESU ((NOT REGISTERED)),433 SHERWOOD DRIVE,GRETNA,NE,68028,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1393,17029,14CAC01982,JOHN STRAWN MAYOR OF PAPILLION (NOT REGISTERED),NOT REGISTERED,ZIP NOT VALID,NE,68599-9999,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1394,17030,14CAC01984,JIM MOUDRY BELLEVUE CITY COUNCILW4(NOT REGISTERED),NOT REGISTERED,ZIP NOT VALID,NE,68599-9999,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1395,17031,14CAC01985,JON TUCKER METRO BOARD (NOT REGISTERED),NOT REGISTERED,ZIP NOT VALID,NE,68599-9999,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1396,17032,14CAC01986,MARK WHITE VISTA CITY COUNCIL(NOT REGISTERED),NOT REGISTERED,ZIP NOT VALID,NE,68599-9999,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1397,17033,14CAC01987,HANSEN FOR CITY COUNCIL BELLEVUEW4 (NOT REGISTERED,NOT REGISTERED,ZIP NOT VALID,NE,68599-9999,C,Candidate Committee,2014-10-01,,,2021-10-24 14:13:22.607,
1398,17034,14CAC01989,CHUCK HAASE FOR MAYOR(DISSOLVED),3024 COLONIAL LN,GRAND ISLAND,NE,68803,C,Candidate Committee,2014-10-02,13FIS12691,,2021-10-24 14:13:22.607,
1399,17035,14CAC01990,KOREY REIMAN FOR SCC (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1400,17036,14CAC01991,MICHAEL DEKALB FOR NRD #3 (NOT REGISTERED),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1401,17037,14CAC01992,JOE SKOPP FOR NRD #4 (NOT REGISTERED),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1402,17038,14CAC01993,DICK HOVE FOR NRD (NOT REGISTERED(,,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1403,17039,14CAC01994,RICHARD BOLTE FOR NRD (NOT REGISTERED),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1404,17040,14CAC01995,TOM GREEN FOR NRD (NOT REGISTERED),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1405,17041,14CAC01996,SANDRA BLANKENSHIP FOR NRD (NOT REGISTERED),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1406,17042,14CAC01997,SUSAN STEWARD FOR PALMYRA SCHOOL BOARD (NR),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1407,17043,14CAC01998,BILL AVERY FOR COUNTY COMMISSIONER (NR),1925 E STREET,LINCOLN,NE,68510,C,Candidate Committee,1900-01-01,05FIS09994,,2021-10-24 14:13:22.607,
1408,17044,14CAC01999,DOUG HANSEN FOR HICKMAN MAYOR (NR),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1409,17045,14CAC02000,BILL EDWARDS FOR DENTON VILLAGE BOARD (NR),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1410,17046,14CAC02001,JEFF SCHWEITZER FOR MALCOM VILLAGE BOARD (NR),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1411,17047,14CAC02002,TIM PATRAS FOR ROCAL VILLAGE BOARD,,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1412,17048,14CAC02003,KAREN BRANDT FOR SPRAGUE VILLAGE BOARD (NR),,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1413,17049,14CAC02009,JOHN VYHLIDAL FOR MILLARD SCHOOL BOARD (NR),17529 Y STREET,OMAHA,NE,68135,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1414,17050,14CAC02010,TONY KAUFMAN FOR MAYOR,2310 SHADOW RIDGE DR,GERING,NE,69341,C,Candidate Committee,2014-10-22,14FIS13259,,2021-10-24 14:13:22.607,
1415,17051,14CAC02011,KEN KUNZE FOR NPPD (NOT REGISTERED),,LINCOLN,NE,68508,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1416,17052,14CAC02012,GREEN FOR NRD,710 WEDGEWOOD DR,LINCOLN,NE,68510,C,Candidate Committee,2014-10-22,14FIS13260,,2021-10-24 14:13:22.607,
1417,17053,14CAC02013,ROBIN STEVENS CAMPAIGN,2220 AVE H,GOTHENBURG,NE,69138,C,Candidate Committee,2014-10-23,14FIS12830,,2021-10-24 14:13:22.607,
1418,17054,14CAC02014,CONNIE FOR SCHOOLS,1230 ARIES DR STE A,LINCOLN,NE,68512,C,Candidate Committee,2014-10-24,14FIS13263,,2021-10-24 14:13:22.607,
1419,17055,14CAC02015,NEWELL FOR METRO BOARD,7165 MORMON BRIDGE RD,OMAHA,NE,68152,C,Candidate Committee,2014-10-27,99FIS08131,,2021-10-24 14:13:22.607,
1420,17056,14CAC02016,NANCY SEIM FOR SCC BOARD (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1421,17057,14CAC02017,TERRENCE KUBICEK FOR SCC BOARD (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1422,17058,14CAC02018,RON SVOBODA FOR NRD (NOT REGISTERED),NOT REGISTERED,Lincoln,NE,68509,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1423,17059,14CAC02019,TROY HAWK FOR LANCASTER COUNTY CLERK (NOT REGISTER,NOT REGISTERED,LINCOLN,NE,68512,C,Candidate Committee,1900-01-01,,,2021-10-24 14:13:22.607,
1424,17060,14CAC02020,BRAD GRIER CAMPAIGN(NOT REGISTERED),NOT A REGISTERED COMMITTEE,S SIOUX CITY,NE,68776,C,Candidate Committee,2014-10-29,,,2021-10-24 14:13:22.607,
1425,17061,14CAC02021,KEVIN ODELL CAMPAIGN(NOT REGISTERED),NOT A REGISTERED COMMITTEE,S SIOUX CITY,NE,68776,C,Candidate Committee,2014-10-29,,,2021-10-24 14:13:22.607,
1426,17062,14CAC02022,LUPE GONZALEZ CAMPAIGN(NOT REGISTERED),NOT A REGISTERED COMMITTEE,S SIOUX CITY,NE,68776,C,Candidate Committee,2014-10-29,,,2021-10-24 14:13:22.607,
1427,17063,14CAC02023,MARY MCCOMBER CAMPAIGN(NOT REGISTERED),NOT A REGISTERED COMMITTEE,S SIOUX CITY,NE,68776,C,Candidate Committee,2014-10-29,,,2021-10-24 14:13:22.607,
1428,17064,14CAC02026,CHERYL NEWMAN FOR COUNTY CLERK (DISSOLVED),768 SE 44 AVE,COLUMBUS,NE,68601,C,Candidate Committee,2014-10-29,14FIS13187,,2021-10-24 14:13:22.607,
1429,17065,14CAC02027,BARRY DEKAY CAMPAIGN FUND (DISSOLVED 2017),51228 896 RD,NIOBRARA,NE,68760,C,Candidate Committee,2014-11-07,13FIS12778,,2021-10-24 14:13:22.607,
1430,17066,14CAC02028,MEG FOR NORTHEAST LINCOLN,4035 HOLDREGE STREET,LINCOLN,NE,68503,C,Candidate Committee,2014-11-13,13FIS12596,,2021-10-24 14:13:22.607,
1431,17067,14CAC02029,MARK WERNER FOR CHADRON CITY COUNCIL (NR),NOT REGISTERED,CHADRON,NE,69337,C,Candidate Committee,1900-01-01,14FIS13267,,2021-10-24 14:13:22.607,
1432,17068,14CAC02030,JOHN COATES FOR CHADRON CITY COUNCIL (NR),NOT REGISTERED,CHADRON,NE,69337,C,Candidate Committee,1900-01-01,14FIS13268,,2021-10-24 14:13:22.607,
1433,17069,14CAC02031,MILES BANNAN FOR CHADRON CITY COUNCIL (NR),NOT REGISTERED,CHADRON,NE,69337,C,Candidate Committee,1900-01-01,14FIS13266,,2021-10-24 14:13:22.607,
1434,17070,14CAC02032,ANDY STEBBING FOR MAYOR,6211 A STREET,LINCOLN,NE,68510,C,Candidate Committee,2014-12-04,09FIS11563,,2021-10-24 14:13:22.607,
1435,17071,14CAC02033,MICHAEL W WALDEN-NEWMAN (NOT REGISTER),1301 LINCOLN MALL #802,LINCOLN,NE,68508,C,Candidate Committee,2014-12-18,,,2021-10-24 14:13:22.607,
1436,21715,14FIS12885,DOUGLAS J PETERSON,,,,,,,,,,2021-10-24 14:13:22.607,
1437,22077,14IRC00516,NE LATINO PAC,113 OAKMONT DR,PAPILLION,NE,68133,I,Independent Reporting Committee,2014-05-14,,,2021-10-24 14:13:22.607,
1438,22078,14IRC00517,DEMOCRATS FOR STEVE GLENN (DISSOLVED),"5555 S. 27TH STREET, SUITE A",LINCOLN,NE,68512,I,Independent Reporting Committee,2014-10-14,14FIS13262,,2021-10-24 14:13:22.607,
1439,22079,14IRC00518,PARENTS FOR MIKE KENNEDY - NOT REGISTERED,9919 ESSEX DRIVE,OMAHA,NE,68114,C,Candidate Committee,2014-10-27,,,2021-10-24 14:13:22.607,
1440,22080,14IRC00519,SCOTTSBLUFF/GERING CHAMBER OF COMMERCE (NR),NOT REGISTERED,SCOTTSBLUFF,NE,69361,R,Independent Reporting Committee,9999-12-31,,,2021-10-24 14:13:22.607,
1441,22081,14IRC00520,SAVE OUR UNIVERSITY,2436 NORTH 48TH STREET,LINCOLN,NE,68504,R,Independent Reporting Committee,2014-10-31,,99FIS07259,2021-10-24 14:13:22.607,
1442,22082,14PAC00175,NE RURAL BROADBAND PAC,1220 LINCOLN MALL SUITE 150,LINCOLN,NE,68508,P,Political Action Committee,2014-01-03,,,2021-10-24 14:13:22.607,
1443,22083,14PAC00176,NEW ENERGY VOTER PAC,"208 SOUTH BURLINGTON AVENUE, STE 324",HASTINGS,NE,68901,I,Independent Reporting Committee,2014-04-22,,,2021-10-24 14:13:22.607,
1444,22084,14PAC00179,NE NEW ENERGY ECONOMY PAC,"1141 H STREET, STE B",LINCOLN,NE,68508,I,Independent Reporting Committee,2014-10-06,,,2021-10-24 14:13:22.607,
1445,22085,14PAC00181,SIERRA CLUB PAC NE CHAPTER,3976 IOWA STREET (PO BOX 4664 68104),OMAHA,NE,68112,S,Separate Segregated Political Fund Committee,2014-10-28,,,2021-10-24 14:13:22.607,
1446,22086,14PAC00182,AMERICAN MEDICAL ASSOCIATION (PAC) NOT REGISTERED,NOT REGISTERED,CHICAGO,IL,60611,P,Political Action Committee,9999-11-03,,,2021-10-24 14:13:22.607,
1447,22087,15BQC00409,CITIZENS FOR BUILDING OUR FUTURE 2015,2339 LINDEN ST,SIDNEY,NE,69162,B,Ballot Question,2015-01-22,,,2021-10-24 14:13:22.607,
1448,22088,15BQC00410,SRC SHELBY RISING CITY ELECTION CAMP.(NOT REGIST.),215 N. WALNUT,COLUMBUS,NE,68601,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
1449,22089,15BQC00411,SCHOOL BOND STEERING COMMITTEE -SIDNEY (NR),2339 LINDEN STREET,SIDNEY,NE,69162,B,Ballot Question,1900-01-01,,,2021-10-24 14:13:22.607,
1450,22090,15BQC00412,VOTE YES FOR WESTSIDE KIDS COMMITTEE (DISSOLVED),409 SOUTH 17TH STREET,OMAHA,NE,68102,B,Ballot Question,2015-03-13,,,2021-10-24 14:13:22.607,
1451,22091,15BQC00413,CITIZENS FOR A SAFE LINCOLN(DISSOLVED),201 N 13TH,LINCOLN,NE,68508,B,Ballot Question,2015-03-19,,,2021-10-24 14:13:22.607,
1452,22092,15BQC00414,HASTINGS - REPEAL OF ORDINANCE NO. 4397,NOT A REGISTERED COMMITTEE,HASTINGS,NE,68901,B,Ballot Question,9999-12-31,,,2021-10-24 14:13:22.607,
1453,22093,15BQC00415,KIDS COMMITTEE- GRETNA 2015,11504 WILLOW PARK DR,GRETNA,NE,68028,B,Ballot Question,2015-04-08,,,2021-10-24 14:13:22.607,
1454,22094,15BQC00416,HOMER COMMUNITY SCHOOL BOND (NOT REGISTERED),NOT A REGISTERED COMMITTEE,HOMER,NE,68030,B,Ballot Question,9999-12-31,,,2021-10-24 14:13:22.607,
1455,22095,15BQC00417,THURSTON COUNTY JAIL BOND (NOT REGISTERED),NOT A REGISTERED COMMITTEE,PENDER,NE,68047,B,Ballot Question,9999-12-31,,,2021-10-24 14:13:22.607,
1456,22096,15BQC00418,GRETNA KIDS COMMITTEE,11504 WILLOW PARK DRIVE (POB 971),GRETNA,NE,68028,B,Ballot Question,2020-10-05,,,2021-10-24 14:13:22.607,
1457,22097,15BQC00419,NEBRASKANS FOR THE DEATH PENALTY INC,1327 H STREET SUITE 302,LINCOLN,NE,68508,B,Ballot Question,2015-06-04,,,2021-10-24 14:13:22.607,
1458,22098,15BQC00420,NEBRASKANS FOR PUBLIC SAFETY,440 REGENCY PARKWAY DRIVE #234 (PO BOX 8497 OMAHA 68108),OMAHA,NE,68114,B,Ballot Question,2015-06-19,,,2021-10-24 14:13:22.607,
